opdb_id_,first_five,is_machine,name,common_name,shortname,physical_machine,ipdb_id,manufacture_date,year_,type,display,player_count,features,keywords,manufacturer_name,manufacturer_full_name,title,images_type,urls_medium,urls_large,urls_small,sizes_medium_width,sizes_medium_height,sizes_large_width,sizes_large_height,sizes_small_width,sizes_small_height,opdb_id,group_name
G5WOo-MePp0,G5WOo,True,Bad Girls,,BG,1,128,1988-01-01,1988,ss,alphanumeric,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/a81e3b93-2639-43b7-9507-f30f138b1647-medium.jpg,https://img.opdb.org/a81e3b93-2639-43b7-9507-f30f138b1647-large.jpg,https://img.opdb.org/a81e3b93-2639-43b7-9507-f30f138b1647-small.jpg,256,256,256,256,250,250,G5WOo,Bad Girls
GRWYk-Mb5OV,GRWYk,True,Firepower II,,FP2,1,857,1983-01-08,1983,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/84af13ec-d5f2-43be-aeab-a6d8f4c84ed2-medium.jpg,https://img.opdb.org/84af13ec-d5f2-43be-aeab-a6d8f4c84ed2-large.jpg,https://img.opdb.org/84af13ec-d5f2-43be-aeab-a6d8f4c84ed2-small.jpg,640,370,900,521,250,145,GRWYk,Firepower II
GRBBx-MYe4P,GRBBx,True,Planets,,,1,1811,1971-08-01,1971,em,reels,2,Widebody ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/c76cb3a1-641f-480a-bcb9-80735ba04a83-medium.jpg,https://img.opdb.org/c76cb3a1-641f-480a-bcb9-80735ba04a83-large.jpg,https://img.opdb.org/c76cb3a1-641f-480a-bcb9-80735ba04a83-small.jpg,640,574,669,600,250,224,GRBBx,Zodiac / Planets
G4qk7-MNEjx,G4qk7,True,Embryon,,EMB,1,783,1981-06-01,1981,ss,alphanumeric,4,Widebody ,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/a66cd510-aeaa-46a4-bee8-7913e5ca69f8-medium.jpg,https://img.opdb.org/a66cd510-aeaa-46a4-bee8-7913e5ca69f8-large.jpg,https://img.opdb.org/a66cd510-aeaa-46a4-bee8-7913e5ca69f8-small.jpg,556,416,556,416,250,187,G4qk7,Embryon
G4xbP-Mp45Y,G4xbP,True,Scared Stiff,,SS,1,3915,1996-01-09,1996,ss,dmd,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/10b805fb-78bf-47c3-aeb7-7fa9624e1ccb-medium.jpg,https://img.opdb.org/10b805fb-78bf-47c3-aeb7-7fa9624e1ccb-large.jpg,https://img.opdb.org/10b805fb-78bf-47c3-aeb7-7fa9624e1ccb-small.jpg,640,450,853,600,250,176,G4xbP,Scared Stiff
G5nz5-MP3r1,G5nz5,True,The Walking Dead (LE),,TWD,1,6156,2014-10-30,2014,ss,dmd,4,Limited edition ,tv ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/7646d74d-3b22-458c-b1ec-e97cb64e4d34-medium.jpg,https://img.opdb.org/7646d74d-3b22-458c-b1ec-e97cb64e4d34-large.jpg,https://img.opdb.org/7646d74d-3b22-458c-b1ec-e97cb64e4d34-small.jpg,486,442,486,442,250,227,G5nz5,The Walking Dead
G41d5-M9REd,G41d5,True,Game of Thrones (LE),,GOT,1,6309,2015-11-01,2015,ss,dmd,4,Limited edition ,tv ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/db7d65b0-c0d5-44ea-9520-e4dd96f9afd6-medium.jpg,https://img.opdb.org/db7d65b0-c0d5-44ea-9520-e4dd96f9afd6-large.jpg,https://img.opdb.org/db7d65b0-c0d5-44ea-9520-e4dd96f9afd6-small.jpg,557,441,557,441,250,198,G41d5,Game of Thrones
GRQKz-MyNXz,GRQKz,True,White Water,,WH2O,1,2768,1993-01-01,1993,ss,dmd,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/e0573fb9-26b0-4071-aa81-e4d44d6515e9-medium.jpg,https://img.opdb.org/e0573fb9-26b0-4071-aa81-e4d44d6515e9-large.jpg,https://img.opdb.org/e0573fb9-26b0-4071-aa81-e4d44d6515e9-small.jpg,640,412,900,580,250,161,GRQKz,White Water
GRpZ2-MkPyb,GRpZ2,True,Abra Ca Dabra,,,1,2,1975-11-01,1975,em,reels,1,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/506d3f58-9cdc-4444-af67-4fddf0b84a3d-medium.jpg,https://img.opdb.org/506d3f58-9cdc-4444-af67-4fddf0b84a3d-large.jpg,https://img.opdb.org/506d3f58-9cdc-4444-af67-4fddf0b84a3d-small.jpg,640,480,800,600,250,188,GRpZ2,Abra Ca Dabra / Team One
G5Dv1-MW9ro,G5Dv1,True,Solids N Stripes,,,1,2240,1971-02-01,1971,em,reels,2,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/38c6dbca-53de-4ff4-ad81-dbc828f95a0f-medium.jpg,https://img.opdb.org/38c6dbca-53de-4ff4-ad81-dbc828f95a0f-large.jpg,https://img.opdb.org/38c6dbca-53de-4ff4-ad81-dbc828f95a0f-small.jpg,496,432,496,432,250,218,G5Dv1,Solids N Stripes
GrZNL-MOE2r,GrZNL,True,Champ,,,1,486,1974-02-01,1974,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/0a76a7f7-6d94-4b56-8f46-24fb257d76a2-medium.jpg,https://img.opdb.org/0a76a7f7-6d94-4b56-8f46-24fb257d76a2-large.jpg,https://img.opdb.org/0a76a7f7-6d94-4b56-8f46-24fb257d76a2-small.jpg,400,345,400,345,250,216,GrZNL,Champ
GrEQy-MwN12,GrEQy,True,Subway,,,1,4777,1966-10-01,1966,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/719cd73f-0d08-4c28-b912-a64dcf323d1f-medium.jpg,https://img.opdb.org/719cd73f-0d08-4c28-b912-a64dcf323d1f-large.jpg,https://img.opdb.org/719cd73f-0d08-4c28-b912-a64dcf323d1f-small.jpg,640,480,800,600,250,188,GrEQy,Subway / Cross Town
G48ZN-Mb58O,G48ZN,True,Fireball,,FB,1,852,1972-02-01,1972,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/699821e0-6738-479a-83af-9691ea1bd97b-medium.jpg,https://img.opdb.org/699821e0-6738-479a-83af-9691ea1bd97b-large.jpg,https://img.opdb.org/699821e0-6738-479a-83af-9691ea1bd97b-small.jpg,447,390,447,390,250,218,G48ZN,Fireball
G4q9J-M2Y55,G4q9J,True,Domino,,,1,700,1952-05-01,1952,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/697cdfa8-cc80-42a0-a5a0-0202214d2ca3-medium.jpg,https://img.opdb.org/697cdfa8-cc80-42a0-a5a0-0202214d2ca3-large.jpg,https://img.opdb.org/697cdfa8-cc80-42a0-a5a0-0202214d2ca3-small.jpg,360,367,360,367,245,250,G4q9J,Domino
G5bez-M0oEW,G5bez,True,Delta Queen,,,1,654,1974-07-01,1974,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/afb90481-b53a-4b90-b012-6fea383a09f5-medium.jpg,https://img.opdb.org/afb90481-b53a-4b90-b012-6fea383a09f5-large.jpg,https://img.opdb.org/afb90481-b53a-4b90-b012-6fea383a09f5-small.jpg,564,640,564,640,220,250,G5bez,Delta Queen
GRL7N-Mq1dY,GRL7N,True,Jungle,,,1,1331,1960-09-01,1960,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/5ee5bb4d-6edf-4f42-91f9-d1dd6ad17bff-medium.jpg,https://img.opdb.org/5ee5bb4d-6edf-4f42-91f9-d1dd6ad17bff-large.jpg,https://img.opdb.org/5ee5bb4d-6edf-4f42-91f9-d1dd6ad17bff-small.jpg,633,640,760,768,247,250,GRL7N,Jungle
G5w2K-MRjky,G5w2K,True,C.O.D.,,,1,623,1953-09-01,1953,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/273f1785-4e54-4db8-bfc9-4b7f7994da68-medium.jpg,https://img.opdb.org/273f1785-4e54-4db8-bfc9-4b7f7994da68-large.jpg,https://img.opdb.org/273f1785-4e54-4db8-bfc9-4b7f7994da68-small.jpg,575,600,575,600,239,250,G5w2K,C.O.D.
G56Ed-MrR7W,G56Ed,True,Whirl-Wind,,,1,2760,1957-12-01,1957,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/e825ee3e-5f38-4978-aa6c-857cffb7e1b8-medium.jpg,https://img.opdb.org/e825ee3e-5f38-4978-aa6c-857cffb7e1b8-large.jpg,https://img.opdb.org/e825ee3e-5f38-4978-aa6c-857cffb7e1b8-small.jpg,640,468,700,512,250,183,G56Ed,Whirl-Wind
GRYPN-Mz2RE,GRYPN,True,Counterforce,,,1,575,1980-01-08,1980,ss,alphanumeric,4,Widebody ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/c1c3aabb-78d5-4e74-a279-7aeb9e9208b7-medium.jpg,https://img.opdb.org/c1c3aabb-78d5-4e74-a279-7aeb9e9208b7-large.jpg,https://img.opdb.org/c1c3aabb-78d5-4e74-a279-7aeb9e9208b7-small.jpg,608,600,608,600,250,247,GRYPN,Counterforce
GRLXd-M4oxP,GRLXd,True,Star Ship,,,1,3498,1976-10-06,1976,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/5c0ee28b-6298-4180-9a55-e573949d8460-medium.jpg,https://img.opdb.org/5c0ee28b-6298-4180-9a55-e573949d8460-large.jpg,https://img.opdb.org/5c0ee28b-6298-4180-9a55-e573949d8460-small.jpg,640,563,682,600,250,220,GRLXd,Supersonic
G41e6-M7ZEk,G41e6,True,Bongo,,,1,349,1964-03-01,1964,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/1abdae68-14f8-462b-8a5b-dfdb24843d1f-medium.jpg,https://img.opdb.org/1abdae68-14f8-462b-8a5b-dfdb24843d1f-large.jpg,https://img.opdb.org/1abdae68-14f8-462b-8a5b-dfdb24843d1f-small.jpg,440,430,440,430,250,244,G41e6,3-In-Line / Bongo
GrjVe-M3dp6,GrjVe,True,Tramway,,,1,2627,1974-01-01,1974,em,reels,2,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/96cb0e99-0dd2-4343-9cc6-b26cd9964a37-medium.jpg,https://img.opdb.org/96cb0e99-0dd2-4343-9cc6-b26cd9964a37-large.jpg,https://img.opdb.org/96cb0e99-0dd2-4343-9cc6-b26cd9964a37-small.jpg,640,561,684,600,250,219,GrjVe,Tramway
G43W4-MXrPx,G43W4,True,AC/DC (Premium),,ACDC,1,5775,2012-03-01,2012,ss,dmd,4,Premium edition ,music ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/a8235b87-decf-44e7-92fb-bb6899329edb-medium.jpg,https://img.opdb.org/a8235b87-decf-44e7-92fb-bb6899329edb-large.jpg,https://img.opdb.org/a8235b87-decf-44e7-92fb-bb6899329edb-small.jpg,550,406,550,406,250,185,G43W4,AC/DC
GrJkp-M1rBN,GrJkp,True,Amazon Hunt,,AH1,1,66,1983-01-09,1983,ss,alphanumeric,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/4ccdcc58-f077-440b-948e-a3e485726c5a-medium.jpg,https://img.opdb.org/4ccdcc58-f077-440b-948e-a3e485726c5a-large.jpg,https://img.opdb.org/4ccdcc58-f077-440b-948e-a3e485726c5a-small.jpg,613,600,613,600,250,245,GrJkp,Amazon Hunt
G4NQ7-M85Bk,G4NQ7,True,Bally Hoo,,,1,151,1969-10-01,1969,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/7b77b115-3959-4f57-a098-d4a572798d93-medium.jpg,https://img.opdb.org/7b77b115-3959-4f57-a098-d4a572798d93-large.jpg,https://img.opdb.org/7b77b115-3959-4f57-a098-d4a572798d93-small.jpg,534,432,534,432,250,202,G4NQ7,Bally Hoo
G4yEO-MVKp9,G4yEO,True,Paradise,,,1,1752,1965-11-01,1965,em,reels,2,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/c9b9aa40-03e0-42f8-9252-86c81f745766-medium.jpg,https://img.opdb.org/c9b9aa40-03e0-42f8-9252-86c81f745766-large.jpg,https://img.opdb.org/c9b9aa40-03e0-42f8-9252-86c81f745766-small.jpg,640,522,735,600,250,204,G4yEO,Paradise / Pleasure Isle
G48nw-M5RPZ,G48nw,True,2001,,,1,2697,1971-02-01,1971,em,reels,1,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/d4d2fd30-5bcf-4e84-953a-5a27d11b593f-medium.jpg,https://img.opdb.org/d4d2fd30-5bcf-4e84-953a-5a27d11b593f-large.jpg,https://img.opdb.org/d4d2fd30-5bcf-4e84-953a-5a27d11b593f-small.jpg,640,480,640,480,250,188,G48nw,2001 / Dimension
GRBqq-Mp4ZY,GRBqq,True,Mario Andretti,,MA,1,3794,1995-01-01,1995,ss,dmd,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/63997f3e-417c-460f-8a46-6a8fec0d419a-medium.jpg,https://img.opdb.org/63997f3e-417c-460f-8a46-6a8fec0d419a-large.jpg,https://img.opdb.org/63997f3e-417c-460f-8a46-6a8fec0d419a-small.jpg,640,518,741,600,250,202,GRBqq,Mario Andretti
G4xXK-Mx01N,G4xXK,True,Circus,,,1,515,1980-06-01,1980,ss,alphanumeric,4,Widebody ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/9c91c436-f877-413a-9fa6-dae85f735a28-medium.jpg,https://img.opdb.org/9c91c436-f877-413a-9fa6-dae85f735a28-large.jpg,https://img.opdb.org/9c91c436-f877-413a-9fa6-dae85f735a28-small.jpg,640,480,800,600,250,188,G4xXK,Circus
GRnwQ-M9R5d,GRnwQ,True,Harlem Globetrotters On Tour,,HARLEM,1,1125,1978-08-28,1978,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/6d886496-f132-44c5-94d3-43b76b3a1d05-medium.jpg,https://img.opdb.org/6d886496-f132-44c5-94d3-43b76b3a1d05-large.jpg,https://img.opdb.org/6d886496-f132-44c5-94d3-43b76b3a1d05-small.jpg,640,477,805,600,250,186,GRnwQ,Harlem Globetrotters On Tour
G5wdV-ME0O8,G5wdV,True,Brite Star,,,1,378,1958-02-01,1958,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/9b389b56-cf58-47e5-88a1-1bb8891ec6b2-medium.jpg,https://img.opdb.org/9b389b56-cf58-47e5-88a1-1bb8891ec6b2-large.jpg,https://img.opdb.org/9b389b56-cf58-47e5-88a1-1bb8891ec6b2-small.jpg,640,577,666,600,250,225,G5wdV,Brite Star
GrjYo-MBRqZ,GrjYo,True,Masquerade,,,1,1553,1966-02-01,1966,em,reels,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/b853ec35-00ee-44e7-888e-765c5688feee-medium.jpg,https://img.opdb.org/b853ec35-00ee-44e7-888e-765c5688feee-large.jpg,https://img.opdb.org/b853ec35-00ee-44e7-888e-765c5688feee-small.jpg,640,547,885,756,250,214,GrjYo,Masquerade
GrZBr-MyNZz,GrZBr,True,James Cameron's Avatar (LE),Avatar (LE),,1,5653,2010-11-01,2010,ss,dmd,4,Limited edition ,movie ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/199e49e8-247d-4d51-aa25-5494bfbee503-medium.jpg,https://img.opdb.org/199e49e8-247d-4d51-aa25-5494bfbee503-large.jpg,https://img.opdb.org/199e49e8-247d-4d51-aa25-5494bfbee503-small.jpg,496,400,496,400,250,202,GrZBr,Avatar
G57ww-Ml98k,G57ww,True,Lulu,,,1,1500,1954-12-01,1954,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/287a859c-398f-4e7d-85c7-2d9c5cd858b2-medium.jpg,https://img.opdb.org/287a859c-398f-4e7d-85c7-2d9c5cd858b2-large.jpg,https://img.opdb.org/287a859c-398f-4e7d-85c7-2d9c5cd858b2-small.jpg,608,640,645,679,238,250,G57ww,Lulu
GRWZN-MKNoR,GRWZN,True,Flip-A-Card,,,1,890,1970-03-01,1970,em,reels,1,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/671b0dc3-58d3-4f58-bc7e-ae10542f2688-medium.jpg,https://img.opdb.org/671b0dc3-58d3-4f58-bc7e-ae10542f2688-large.jpg,https://img.opdb.org/671b0dc3-58d3-4f58-bc7e-ae10542f2688-small.jpg,526,600,526,600,219,250,GRWZN,Flip-A-Card / Card Trix
GRwqx-MwNj2,GRwqx,True,Fun Park,,,1,968,1968-08-01,1968,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/9b243127-c985-459c-9a4c-907b8b1dd50f-medium.jpg,https://img.opdb.org/9b243127-c985-459c-9a4c-907b8b1dd50f-large.jpg,https://img.opdb.org/9b243127-c985-459c-9a4c-907b8b1dd50f-small.jpg,332,355,332,355,234,250,GRwqx,Fun Land / Fun Park
G4ZLy-Mb54O,G4ZLy,True,Coronation,,,1,568,1952-11-01,1952,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/a0831928-812b-4e6a-a1dd-d668ef3ae81c-medium.jpg,https://img.opdb.org/a0831928-812b-4e6a-a1dd-d668ef3ae81c-large.jpg,https://img.opdb.org/a0831928-812b-4e6a-a1dd-d668ef3ae81c-small.jpg,634,640,761,768,248,250,G4ZLy,Coronation
GRvLv-M2YX5,GRvLv,True,Slap Stick,,,1,2207,1976-01-01,1976,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/fdc58f23-194e-4a54-96ea-22d2ea3a7951-medium.jpg,https://img.opdb.org/fdc58f23-194e-4a54-96ea-22d2ea3a7951-large.jpg,https://img.opdb.org/fdc58f23-194e-4a54-96ea-22d2ea3a7951-small.jpg,629,636,629,636,247,250,GRvLv,Slap Stick
GRwqx-MNE6X,GRwqx,True,Fun Land,,,1,973,1968-05-01,1968,em,reels,1,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/8adec91b-45f8-4b2a-b370-44e0f37f2f9c-medium.jpg,https://img.opdb.org/8adec91b-45f8-4b2a-b370-44e0f37f2f9c-large.jpg,https://img.opdb.org/8adec91b-45f8-4b2a-b370-44e0f37f2f9c-small.jpg,529,600,529,600,220,250,GRwqx,Fun Land / Fun Park
GR9qY-M0oXW,GR9qY,True,Freedom (EM),,,1,952,1976-07-01,1976,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/fcc59bcf-ce6e-4058-9567-d3f9c284edf6-medium.jpg,https://img.opdb.org/fcc59bcf-ce6e-4058-9567-d3f9c284edf6-large.jpg,https://img.opdb.org/fcc59bcf-ce6e-4058-9567-d3f9c284edf6-small.jpg,640,536,716,600,250,209,GR9qY,Freedom
G4xLZ-MjBd9,G4xLZ,True,Seven Seas,,,1,2102,1959-12-01,1959,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/4b93eda8-b58d-43c7-9bfa-26769cd18059-medium.jpg,https://img.opdb.org/4b93eda8-b58d-43c7-9bfa-26769cd18059-large.jpg,https://img.opdb.org/4b93eda8-b58d-43c7-9bfa-26769cd18059-small.jpg,640,442,725,501,250,173,G4xLZ,Seven Seas
GRBxQ-MnKX7,GRBxQ,True,Gilligan's Island,,GI,1,1004,1991-04-30,1991,ss,dmd,4,,tv ,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/79133ce7-1e71-40af-9132-e412e308e936-medium.jpg,https://img.opdb.org/79133ce7-1e71-40af-9132-e412e308e936-large.jpg,https://img.opdb.org/79133ce7-1e71-40af-9132-e412e308e936-small.jpg,640,451,852,600,250,176,GRBxQ,Gilligan's Island
G43dw-Mq1XY,G43dw,True,Scuba,,,1,2077,1970-09-01,1970,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/9669ad56-3abf-4a3d-ae82-c084e55d7ebc-medium.jpg,https://img.opdb.org/9669ad56-3abf-4a3d-ae82-c084e55d7ebc-large.jpg,https://img.opdb.org/9669ad56-3abf-4a3d-ae82-c084e55d7ebc-small.jpg,490,490,490,490,250,250,G43dw,Scuba
GRzWL-MRjWy,GRzWL,True,Cross Country,,,1,598,1963-03-01,1963,em,reels,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/f54b9036-131b-49aa-a5c0-886acc12df85-medium.jpg,https://img.opdb.org/f54b9036-131b-49aa-a5c0-886acc12df85-large.jpg,https://img.opdb.org/f54b9036-131b-49aa-a5c0-886acc12df85-small.jpg,589,640,811,881,230,250,GRzWL,Cross Country
G4NKJ-Mo1Xj,G4NKJ,True,Road Kings,,RK,1,1970,1986-07-01,1986,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/e5ddfd14-d668-48a6-9064-a86608fc6c59-medium.jpg,https://img.opdb.org/e5ddfd14-d668-48a6-9064-a86608fc6c59-large.jpg,https://img.opdb.org/e5ddfd14-d668-48a6-9064-a86608fc6c59-small.jpg,640,437,879,600,250,171,G4NKJ,Road Kings
G4ZvL-M7Z2k,G4ZvL,True,Carnival,,,1,455,1948-01-01,1948,em,lights,1,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/d8450be5-9c35-48ba-a345-12a9ac3aa82d-medium.jpg,https://img.opdb.org/d8450be5-9c35-48ba-a345-12a9ac3aa82d-large.jpg,https://img.opdb.org/d8450be5-9c35-48ba-a345-12a9ac3aa82d-small.jpg,226,223,226,223,226,223,G4ZvL,Carnival
G5Dbo-M3dv6,G5Dbo,True,Future Spa,,FS,1,974,1979-03-20,1979,ss,alphanumeric,4,Widebody ,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/ef2f0809-6977-479d-9f4c-c5702ae385e3-medium.jpg,https://img.opdb.org/ef2f0809-6977-479d-9f4c-c5702ae385e3-large.jpg,https://img.opdb.org/ef2f0809-6977-479d-9f4c-c5702ae385e3-small.jpg,640,514,747,600,250,201,G5Dbo,Future Spa
G5n1Q-MXrnx,G5n1Q,True,Play Pool,,,1,1819,1972-08-01,1972,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/2c118fa9-a059-4923-ace4-13b3162073fd-medium.jpg,https://img.opdb.org/2c118fa9-a059-4923-ace4-13b3162073fd-large.jpg,https://img.opdb.org/2c118fa9-a059-4923-ace4-13b3162073fd-small.jpg,213,227,213,227,213,227,G5n1Q,Big Shot / Hot Shot / Pro Pool
G4N8B-M852k,G4N8B,True,Guys Dolls,,,1,1103,1953-05-01,1953,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/8fcd0a7c-14cf-48c4-8dbd-2e3e1ae1d3d2-medium.jpg,https://img.opdb.org/8fcd0a7c-14cf-48c4-8dbd-2e3e1ae1d3d2-large.jpg,https://img.opdb.org/8fcd0a7c-14cf-48c4-8dbd-2e3e1ae1d3d2-small.jpg,553,640,800,926,216,250,G4N8B,Guys Dolls
G5YQK-MvBzn,G5YQK,True,Smart Set,,,1,2215,1969-06-01,1969,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/6601c82d-a537-403b-a477-c8b5c4672384-medium.jpg,https://img.opdb.org/6601c82d-a537-403b-a477-c8b5c4672384-large.jpg,https://img.opdb.org/6601c82d-a537-403b-a477-c8b5c4672384-small.jpg,435,402,435,402,250,231,G5YQK,Smart Set
G5KQV-MP3Y1,G5KQV,True,Suspense,,,1,2469,1969-05-01,1969,em,reels,2,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/b7bf05a7-f6da-491b-b50f-b88eed1264f0-medium.jpg,https://img.opdb.org/b7bf05a7-f6da-491b-b50f-b88eed1264f0-large.jpg,https://img.opdb.org/b7bf05a7-f6da-491b-b50f-b88eed1264f0-small.jpg,640,359,900,505,250,140,G5KQV,Suspense
GRzow-M9R2d,GRzow,True,Cow Poke,,,1,581,1965-06-01,1965,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/9f03dc3d-40ef-451a-a221-a3dde29f2e73-medium.jpg,https://img.opdb.org/9f03dc3d-40ef-451a-a221-a3dde29f2e73-large.jpg,https://img.opdb.org/9f03dc3d-40ef-451a-a221-a3dde29f2e73-small.jpg,370,395,370,395,234,250,GRzow,Buckaroo / Cow Poke
G8ldZ-ME0y8,G8ldZ,True,Just 21,,,1,1344,1950-01-01,1950,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/e182137b-21c3-49f0-a19b-336b22d14b08-medium.jpg,https://img.opdb.org/e182137b-21c3-49f0-a19b-336b22d14b08-large.jpg,https://img.opdb.org/e182137b-21c3-49f0-a19b-336b22d14b08-small.jpg,462,486,462,486,238,250,G8ldZ,Just 21
GRLxN-MBR9Z,GRLxN,True,Merry Widow,,,1,1577,1963-10-01,1963,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/7629c738-60f2-478e-9ee1-334af2053e1e-medium.jpg,https://img.opdb.org/7629c738-60f2-478e-9ee1-334af2053e1e-large.jpg,https://img.opdb.org/7629c738-60f2-478e-9ee1-334af2053e1e-small.jpg,640,553,871,753,250,216,GRLxN,Merry Widow
GrdEK-MyNjz,GrdEK,True,Contest,,,1,564,1958-10-01,1958,em,reels,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/2ecae4ed-5df0-4d3c-bf5b-98db4ea80d6e-medium.jpg,https://img.opdb.org/2ecae4ed-5df0-4d3c-bf5b-98db4ea80d6e-large.jpg,https://img.opdb.org/2ecae4ed-5df0-4d3c-bf5b-98db4ea80d6e-small.jpg,514,431,514,431,250,210,GrdEK,Contest
GR69j-MW93o,GR69j,True,Cybernaut,,,1,614,1985-05-01,1985,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/31dbea5c-51d9-4182-8212-e547a0395f37-medium.jpg,https://img.opdb.org/31dbea5c-51d9-4182-8212-e547a0395f37-large.jpg,https://img.opdb.org/31dbea5c-51d9-4182-8212-e547a0395f37-small.jpg,640,456,843,600,250,178,GR69j,Cybernaut
GRoj7-Ml91k,GRoj7,True,Paratrooper,,,1,1757,1952-08-01,1952,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/7070c200-945c-48f8-b446-971759e05047-medium.jpg,https://img.opdb.org/7070c200-945c-48f8-b446-971759e05047-large.jpg,https://img.opdb.org/7070c200-945c-48f8-b446-971759e05047-small.jpg,640,599,641,600,250,234,GRoj7,Paratrooper
