,opdb_id,is_machine,name,common_name,shortname,physical_machine,ipdb_id,manufacture_date,type,display,player_count,features,keywords,description,created_at,updated_at,manufacturer_id,manufacturer_name,manufacturer_full_name,manufacturer_created_at,manufacturer_updated_at,is_alias,title,primary,images_type,urls_medium,urls_large,urls_small,sizes_medium_width,sizes_medium_height,sizes_large_width,sizes_large_height,sizes_small_width,sizes_small_height
1045,GRv7B-MLqPd,True,Cosmic Gunfight,,CG,1.0,571.0,1982-06-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-09,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/78e048fd-1eba-4e00-9962-41b9eb2a5a19-medium.jpg,https://img.opdb.org/78e048fd-1eba-4e00-9962-41b9eb2a5a19-large.jpg,https://img.opdb.org/78e048fd-1eba-4e00-9962-41b9eb2a5a19-small.jpg,640.0,569.0,675.0,600.0,250.0,222.0
1046,GrO7w-MDR9W,True,Black Knight (LE),,BK,1.0,3799.0,1981-06-01,ss,alphanumeric,4.0,Limited edition ,,,2018-03-11,2018-03-23,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/3b0d4e23-5ec6-4469-88bd-94ee68424e57-medium.jpg,https://img.opdb.org/3b0d4e23-5ec6-4469-88bd-94ee68424e57-large.jpg,https://img.opdb.org/3b0d4e23-5ec6-4469-88bd-94ee68424e57-small.jpg,640.0,565.0,655.0,578.0,250.0,221.0
1047,G4jXr-MQ6kz,True,KISS,,KISS,1.0,1386.0,1979-06-01,ss,alphanumeric,4.0,,licensed music ,,2018-03-11,2018-03-13,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/63246976-e83d-4334-b6be-4a09a9c34fd5-medium.jpg,https://img.opdb.org/63246976-e83d-4334-b6be-4a09a9c34fd5-large.jpg,https://img.opdb.org/63246976-e83d-4334-b6be-4a09a9c34fd5-small.jpg,640.0,456.0,843.0,600.0,250.0,178.0
1048,GrX7q-MJop6,True,Fantasy,,,1.0,3091.0,1982-01-01,ss,alphanumeric,4.0,Conversion kit ,,,2018-03-11,2018-04-09,20,Bell Games,Bell Games (Nuova 11),2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/959360d9-ced4-4f20-9a46-ee7ad80c12cc-medium.jpg,https://img.opdb.org/959360d9-ced4-4f20-9a46-ee7ad80c12cc-large.jpg,https://img.opdb.org/959360d9-ced4-4f20-9a46-ee7ad80c12cc-small.jpg,640.0,569.0,675.0,600.0,250.0,222.0
1049,GRoqq-MJr9K,True,Bow and Arrow,,,1.0,362.0,1975-11-01,em,reels,4.0,,,,2018-03-11,2018-05-03,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/79396209-3972-449d-bf1d-59097753e371-medium.jpg,https://img.opdb.org/79396209-3972-449d-bf1d-59097753e371-large.jpg,https://img.opdb.org/79396209-3972-449d-bf1d-59097753e371-small.jpg,640.0,582.0,660.0,600.0,250.0,227.0
1050,G5oxB-MDzKN,True,Circus,,,1.0,521.0,1973-11-01,em,reels,4.0,,,,2018-03-11,2018-05-08,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/8a31b6fb-8b02-499c-ac94-8f1fa8d958f4-medium.jpg,https://img.opdb.org/8a31b6fb-8b02-499c-ac94-8f1fa8d958f4-large.jpg,https://img.opdb.org/8a31b6fb-8b02-499c-ac94-8f1fa8d958f4-small.jpg,640.0,566.0,799.0,707.0,250.0,221.0
1051,G43lX-MJ4B2,True,Super Score,,,1.0,2440.0,1956-06-01,em,lights,1.0,,,,2018-03-11,2018-05-13,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/f16579b1-8243-42ed-8a2d-f4df5df3c059-medium.jpg,https://img.opdb.org/f16579b1-8243-42ed-8a2d-f4df5df3c059-large.jpg,https://img.opdb.org/f16579b1-8243-42ed-8a2d-f4df5df3c059-small.jpg,286.0,306.0,286.0,306.0,234.0,250.0
1052,GryvE-MD3E5,True,Blue Max,,,1.0,327.0,1975-07-01,em,reels,4.0,,,,2018-03-11,2018-05-07,3,Chicago Coin,Chicago Coin Machine Mfg. Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/1e6e0dd4-a7db-4829-853d-e63a3f35d9ac-medium.jpg,https://img.opdb.org/1e6e0dd4-a7db-4829-853d-e63a3f35d9ac-large.jpg,https://img.opdb.org/1e6e0dd4-a7db-4829-853d-e63a3f35d9ac-small.jpg,400.0,369.0,400.0,369.0,250.0,231.0
1053,Gr3qw-MD1PK,True,King Rex,,,1.0,1376.0,1970-01-01,em,reels,1.0,Add-a-ball ,,,2018-03-11,2018-05-08,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/c266e364-cfa5-49b0-9370-7446ea5aaea6-medium.jpg,https://img.opdb.org/c266e364-cfa5-49b0-9370-7446ea5aaea6-large.jpg,https://img.opdb.org/c266e364-cfa5-49b0-9370-7446ea5aaea6-small.jpg,390.0,457.0,390.0,457.0,213.0,250.0
1054,GRzB7-MD8ld,True,Freddy: A Nightmare On Elm Street,,FREDDY,1.0,948.0,1994-01-01,ss,dmd,4.0,,monster movie ,,2018-03-11,2018-03-31,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/9651fb49-51d2-4e9e-beab-85189e76566f-medium.jpg,https://img.opdb.org/9651fb49-51d2-4e9e-beab-85189e76566f-large.jpg,https://img.opdb.org/9651fb49-51d2-4e9e-beab-85189e76566f-small.jpg,640.0,422.0,900.0,593.0,250.0,165.0
1055,G42XZ-MDvkd,True,Student Prince,,,1.0,2408.0,1968-06-01,em,reels,4.0,,,,2018-03-11,2018-05-09,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/4dacd651-8119-47ca-b394-5a275aae85f4-medium.jpg,https://img.opdb.org/4dacd651-8119-47ca-b394-5a275aae85f4-large.jpg,https://img.opdb.org/4dacd651-8119-47ca-b394-5a275aae85f4-small.jpg,240.0,320.0,240.0,320.0,188.0,250.0
1056,G5W1w-MQVkq,True,Top Score,,,1.0,2589.0,1975-10-01,em,reels,2.0,,,,2018-03-11,2018-05-03,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/9722b167-5415-47d6-82ac-829d67087bfa-medium.jpg,https://img.opdb.org/9722b167-5415-47d6-82ac-829d67087bfa-large.jpg,https://img.opdb.org/9722b167-5415-47d6-82ac-829d67087bfa-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
1057,GrPyz-MQ5yd,True,Poker Plus,,,1.0,1837.0,1978-04-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-22,17,Recel,Recel S. A.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/baa1a495-af55-407e-8e77-f512b3046e40-medium.jpg,https://img.opdb.org/baa1a495-af55-407e-8e77-f512b3046e40-large.jpg,https://img.opdb.org/baa1a495-af55-407e-8e77-f512b3046e40-small.jpg,300.0,346.0,300.0,346.0,217.0,250.0
1058,G4xwQ-MQpVO,True,Alien Star,,AS,1.0,49.0,1984-06-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-07,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/01b593ae-65e0-4d1b-b995-f6b287aa56b6-medium.jpg,https://img.opdb.org/01b593ae-65e0-4d1b-b995-f6b287aa56b6-large.jpg,https://img.opdb.org/01b593ae-65e0-4d1b-b995-f6b287aa56b6-small.jpg,628.0,583.0,628.0,583.0,250.0,232.0
1059,G5Wxd-MLxl3,True,Fish Tales,,FT,1.0,861.0,1992-01-01,ss,dmd,4.0,,,,2018-03-11,2018-03-31,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/a7c8a8a1-2f47-4be7-9457-08ecc1c2b734-medium.jpg,https://img.opdb.org/a7c8a8a1-2f47-4be7-9457-08ecc1c2b734-large.jpg,https://img.opdb.org/a7c8a8a1-2f47-4be7-9457-08ecc1c2b734-small.jpg,563.0,387.0,563.0,387.0,250.0,172.0
1060,G59bo-MJPxj,True,Asteroid Annie and the Aliens,,AAA,1.0,98.0,1980-01-01,ss,alphanumeric,1.0,,,,2018-03-11,2018-04-12,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/ad075187-e451-41ef-b772-4bddf9e03b30-medium.jpg,https://img.opdb.org/ad075187-e451-41ef-b772-4bddf9e03b30-large.jpg,https://img.opdb.org/ad075187-e451-41ef-b772-4bddf9e03b30-small.jpg,624.0,600.0,624.0,600.0,250.0,240.0
1061,GrPkj-MLEqv,True,Pit Stop,,,1.0,1806.0,1968-10-01,em,reels,2.0,,,,2018-03-11,2018-05-09,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/ec621d1d-3986-4ac3-9526-45b3041dd628-medium.jpg,https://img.opdb.org/ec621d1d-3986-4ac3-9526-45b3041dd628-large.jpg,https://img.opdb.org/ec621d1d-3986-4ac3-9526-45b3041dd628-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
1062,Gr3J1-MDB07,True,Jubilee,,,1.0,1321.0,1973-06-01,em,reels,4.0,,,,2018-03-11,2018-05-08,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/e190b44a-7e04-49ce-b994-386424fba2f3-medium.jpg,https://img.opdb.org/e190b44a-7e04-49ce-b994-386424fba2f3-large.jpg,https://img.opdb.org/e190b44a-7e04-49ce-b994-386424fba2f3-small.jpg,542.0,466.0,542.0,466.0,250.0,215.0
1063,GrNlV-MDydr,True,Atlantis,,,1.0,106.0,1989-01-04,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-01,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/b49d14fb-8f45-4a99-a8e1-44e4ffe06bfb-medium.jpg,https://img.opdb.org/b49d14fb-8f45-4a99-a8e1-44e4ffe06bfb-large.jpg,https://img.opdb.org/b49d14fb-8f45-4a99-a8e1-44e4ffe06bfb-small.jpg,640.0,508.0,756.0,600.0,250.0,198.0
1064,G48pZ-MJkVB,True,Stop and Go,,,1.0,2388.0,1951-03-01,em,lights,1.0,,,,2018-03-11,2018-05-15,24,Genco,Genco Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/4e89079e-f5df-4631-9017-f7fe147f58be-medium.jpg,https://img.opdb.org/4e89079e-f5df-4631-9017-f7fe147f58be-large.jpg,https://img.opdb.org/4e89079e-f5df-4631-9017-f7fe147f58be-small.jpg,474.0,465.0,474.0,465.0,250.0,245.0
1065,G4xXQ-MDWW1,True,Medusa,,,1.0,1565.0,1981-02-04,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-09,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/8bf6c6e9-30cc-49f5-b899-fed847688d3b-medium.jpg,https://img.opdb.org/8bf6c6e9-30cc-49f5-b899-fed847688d3b-large.jpg,https://img.opdb.org/8bf6c6e9-30cc-49f5-b899-fed847688d3b-small.jpg,550.0,414.0,550.0,414.0,250.0,188.0
1066,G5L3N-MLl77,True,Tropic Isle,,,1.0,2661.0,1962-04-01,em,reels,1.0,,,,2018-03-11,2018-05-12,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/afdd4b77-4aff-4dd4-9bd8-e5519347946b-medium.jpg,https://img.opdb.org/afdd4b77-4aff-4dd4-9bd8-e5519347946b-large.jpg,https://img.opdb.org/afdd4b77-4aff-4dd4-9bd8-e5519347946b-small.jpg,521.0,600.0,521.0,600.0,217.0,250.0
1067,GrX80-MJdnv,True,Big Kick,,,1.0,4556.0,1977-01-01,ss,alphanumeric,1.0,,,,2018-03-11,2018-05-01,16,Sega,"Sega Pinball, Inc. (US)",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/7914dca2-2bce-429a-9765-2a21800cc01b-medium.jpg,https://img.opdb.org/7914dca2-2bce-429a-9765-2a21800cc01b-large.jpg,https://img.opdb.org/7914dca2-2bce-429a-9765-2a21800cc01b-small.jpg,173.0,173.0,173.0,173.0,173.0,173.0
1068,G5BP6-MJK4Z,True,Haunted House,,HH,1.0,1133.0,1982-06-01,ss,alphanumeric,4.0,Widebody ,,,2018-03-11,2018-04-09,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/b51a1735-a66f-461a-8f0a-f909947dbe02-medium.jpg,https://img.opdb.org/b51a1735-a66f-461a-8f0a-f909947dbe02-large.jpg,https://img.opdb.org/b51a1735-a66f-461a-8f0a-f909947dbe02-small.jpg,640.0,562.0,865.0,760.0,250.0,220.0
1069,G4xx7-MDOpj,True,Minstrel Man,,,1.0,1607.0,1951-02-01,em,lights,1.0,,,,2018-03-11,2018-05-15,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/593e9bdf-e37e-42a6-b734-90c6706f3564-medium.jpg,https://img.opdb.org/593e9bdf-e37e-42a6-b734-90c6706f3564-large.jpg,https://img.opdb.org/593e9bdf-e37e-42a6-b734-90c6706f3564-small.jpg,559.0,625.0,559.0,625.0,223.0,250.0
1070,GrEqX-MLbvZ,True,Saloon,,,1.0,5562.0,1965-01-01,em,reels,4.0,,,,2018-03-11,2018-05-12,36,Rally,Rally Play Company,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/a3dfc63e-c637-4ec2-af75-f0eabdd0ac5d-medium.jpg,https://img.opdb.org/a3dfc63e-c637-4ec2-af75-f0eabdd0ac5d-large.jpg,https://img.opdb.org/a3dfc63e-c637-4ec2-af75-f0eabdd0ac5d-small.jpg,640.0,544.0,676.0,575.0,250.0,213.0
1071,G5B0y-MJ26Y,True,Wild Life,,,1.0,2784.0,1972-11-01,em,reels,2.0,Replay ,,,2018-03-11,2018-05-08,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/1c2b09fa-b35d-4deb-832c-a9780702a270-medium.jpg,https://img.opdb.org/1c2b09fa-b35d-4deb-832c-a9780702a270-large.jpg,https://img.opdb.org/1c2b09fa-b35d-4deb-832c-a9780702a270-small.jpg,400.0,304.0,400.0,304.0,250.0,190.0
1072,Gryoo-MJYv6,True,Capri,,,1.0,432.0,1956-08-01,em,lights,1.0,,,,2018-03-11,2018-05-13,3,Chicago Coin,Chicago Coin Machine Mfg. Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/127a69dc-db7e-444d-a923-9c32937b79c0-medium.jpg,https://img.opdb.org/127a69dc-db7e-444d-a923-9c32937b79c0-large.jpg,https://img.opdb.org/127a69dc-db7e-444d-a923-9c32937b79c0-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
1073,GryO2-MQN82,True,Astro,,,1.0,99.0,1971-10-01,em,reels,1.0,Add-a-ball ,,,2018-03-11,2018-05-08,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/1e2bc6b0-8c1d-4a01-9b70-f7dd09a681a0-medium.jpg,https://img.opdb.org/1e2bc6b0-8c1d-4a01-9b70-f7dd09a681a0-large.jpg,https://img.opdb.org/1e2bc6b0-8c1d-4a01-9b70-f7dd09a681a0-small.jpg,275.0,300.0,275.0,300.0,229.0,250.0
1074,GrPDn-MD0qb,True,Classy Bowler,,,1.0,530.0,1956-07-01,em,lights,1.0,,,,2018-03-11,2018-05-13,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/3810c945-a2a4-4ccb-8f7a-3570fa3ac3f2-medium.jpg,https://img.opdb.org/3810c945-a2a4-4ccb-8f7a-3570fa3ac3f2-large.jpg,https://img.opdb.org/3810c945-a2a4-4ccb-8f7a-3570fa3ac3f2-small.jpg,572.0,640.0,621.0,695.0,223.0,250.0
1075,GRDne-MDnv4,True,Twist,,,1.0,3806.0,1962-01-01,em,reels,2.0,,,,2018-03-11,2018-05-12,36,Rally,Rally Play Company,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/c70a3d12-39dd-48de-b866-ace812362aa7-medium.jpg,https://img.opdb.org/c70a3d12-39dd-48de-b866-ace812362aa7-large.jpg,https://img.opdb.org/c70a3d12-39dd-48de-b866-ace812362aa7-small.jpg,620.0,621.0,620.0,621.0,250.0,250.0
1076,Grd6d-MLR8W,True,Car Hop,,CH,1.0,3676.0,1991-01-01,ss,alphanumeric,4.0,,street-level ,,2018-03-11,2018-03-31,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/30a3900d-3a9a-442d-a785-5d495b76d575-medium.jpg,https://img.opdb.org/30a3900d-3a9a-442d-a785-5d495b76d575-large.jpg,https://img.opdb.org/30a3900d-3a9a-442d-a785-5d495b76d575-small.jpg,160.0,160.0,160.0,160.0,160.0,160.0
1077,G430p-MJ64z,True,Black Flag,,,1.0,4487.0,1973-01-01,em,reels,1.0,,,,2018-03-11,2018-05-07,5,Playmatic,Playmatic,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/652efb85-6aeb-4570-a66c-ea2f2eefb2ed-medium.jpg,https://img.opdb.org/652efb85-6aeb-4570-a66c-ea2f2eefb2ed-large.jpg,https://img.opdb.org/652efb85-6aeb-4570-a66c-ea2f2eefb2ed-small.jpg,555.0,579.0,555.0,579.0,239.0,250.0
1078,G5pqj-MQov6,True,Four Corners,,,1.0,931.0,1952-10-01,em,lights,1.0,,,,2018-03-11,2018-05-15,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/4d537e16-c761-4a17-a55a-4213f93fac88-medium.jpg,https://img.opdb.org/4d537e16-c761-4a17-a55a-4213f93fac88-large.jpg,https://img.opdb.org/4d537e16-c761-4a17-a55a-4213f93fac88-small.jpg,640.0,591.0,650.0,600.0,250.0,231.0
1079,GrPYn-MQrvK,True,Wagon Train,,,1.0,2746.0,1960-04-01,em,reels,1.0,,,,2018-03-11,2018-05-13,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/eb3d1785-8f9f-4084-bc30-42a167751ba5-medium.jpg,https://img.opdb.org/eb3d1785-8f9f-4084-bc30-42a167751ba5-large.jpg,https://img.opdb.org/eb3d1785-8f9f-4084-bc30-42a167751ba5-small.jpg,615.0,600.0,615.0,600.0,250.0,244.0
1080,GRYJD-MLzvN,True,Crossword,,,1.0,605.0,1959-04-01,em,lights,1.0,,,,2018-03-11,2018-05-13,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/b4112643-19c0-4d70-b762-f3972ae067c0-medium.jpg,https://img.opdb.org/b4112643-19c0-4d70-b762-f3972ae067c0-large.jpg,https://img.opdb.org/b4112643-19c0-4d70-b762-f3972ae067c0-small.jpg,307.0,353.0,307.0,353.0,218.0,250.0
1081,GRV1N-MQ4r2,True,Nags,,,1.0,1654.0,1960-04-01,em,reels,1.0,,,,2018-03-11,2018-05-13,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/a998c3c2-fcab-47cc-9d47-b6909858c9f7-medium.jpg,https://img.opdb.org/a998c3c2-fcab-47cc-9d47-b6909858c9f7-large.jpg,https://img.opdb.org/a998c3c2-fcab-47cc-9d47-b6909858c9f7-small.jpg,640.0,559.0,687.0,600.0,250.0,218.0
1082,GrND1-MQ770,True,Twinky,,,1.0,2692.0,1967-07-01,em,reels,2.0,,,,2018-03-11,2018-05-10,3,Chicago Coin,Chicago Coin Machine Mfg. Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/b1866855-0e60-489c-940b-51bd5ba076d7-medium.jpg,https://img.opdb.org/b1866855-0e60-489c-940b-51bd5ba076d7-large.jpg,https://img.opdb.org/b1866855-0e60-489c-940b-51bd5ba076d7-small.jpg,502.0,435.0,502.0,435.0,250.0,217.0
1083,G4xqN-ML3o5,True,Sinbad (EM),,,1.0,4673.0,1978-05-01,em,reels,4.0,,,,2018-03-11,2018-04-01,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/37cebd38-c196-40d5-8fa5-5fb49d3a1c9f-medium.jpg,https://img.opdb.org/37cebd38-c196-40d5-8fa5-5fb49d3a1c9f-large.jpg,https://img.opdb.org/37cebd38-c196-40d5-8fa5-5fb49d3a1c9f-small.jpg,370.0,361.0,370.0,361.0,250.0,244.0
1084,GrZ0J-ML1VK,True,Spot-Pool,,,1.0,3457.0,1959-02-01,em,lights,1.0,,,,2018-03-11,2018-05-13,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/c760a553-180a-4aac-8276-e0b8ac7bb7db-medium.jpg,https://img.opdb.org/c760a553-180a-4aac-8276-e0b8ac7bb7db-large.jpg,https://img.opdb.org/c760a553-180a-4aac-8276-e0b8ac7bb7db-small.jpg,503.0,539.0,503.0,539.0,233.0,250.0
1085,G4Obw-ML83d,True,Viper Night Drivin',,VPR,1.0,4359.0,1998-01-01,ss,dmd,6.0,,,,2018-03-11,2018-03-19,16,Sega,"Sega Pinball, Inc. (US)",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/e872573f-de65-4489-8037-af75780f9507-medium.jpg,https://img.opdb.org/e872573f-de65-4489-8037-af75780f9507-large.jpg,https://img.opdb.org/e872573f-de65-4489-8037-af75780f9507-small.jpg,640.0,514.0,747.0,600.0,250.0,201.0
1086,GR6Le-MQZ8o,True,Horseshoes,,,1.0,1239.0,1951-12-01,em,lights,1.0,,,,2018-03-11,2018-05-15,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/582891cf-0a16-455f-8ffd-f3a208056ab0-medium.jpg,https://img.opdb.org/582891cf-0a16-455f-8ffd-f3a208056ab0-large.jpg,https://img.opdb.org/582891cf-0a16-455f-8ffd-f3a208056ab0-small.jpg,604.0,590.0,604.0,590.0,250.0,244.0
1087,G4qy6-MLvvd,True,Black Gold,,,1.0,306.0,1975-09-24,ss,reels,1.0,,,,2018-03-11,2018-05-07,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/791df497-d2fb-4388-a82d-45c033f2a3be-medium.jpg,https://img.opdb.org/791df497-d2fb-4388-a82d-45c033f2a3be-large.jpg,https://img.opdb.org/791df497-d2fb-4388-a82d-45c033f2a3be-small.jpg,391.0,450.0,391.0,450.0,217.0,250.0
1088,GRwKx-MJV8q,True,4 Queens,,4Q,1.0,936.0,1970-12-01,em,reels,1.0,,,,2018-03-11,2018-05-08,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/95da21d4-d2da-4683-b578-3189799412fa-medium.jpg,https://img.opdb.org/95da21d4-d2da-4683-b578-3189799412fa-large.jpg,https://img.opdb.org/95da21d4-d2da-4683-b578-3189799412fa-small.jpg,579.0,640.0,842.0,931.0,226.0,250.0
1089,Grx69-MJ5zd,True,Poker Face,,,1.0,1836.0,1953-08-01,em,lights,1.0,,,,2018-03-11,2018-05-14,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/a18b1e76-652d-41b2-8a9a-13f4622e2067-medium.jpg,https://img.opdb.org/a18b1e76-652d-41b2-8a9a-13f4622e2067-large.jpg,https://img.opdb.org/a18b1e76-652d-41b2-8a9a-13f4622e2067-small.jpg,417.0,440.0,417.0,440.0,237.0,250.0
1090,G5KXk-MJpvO,True,Pin Ball Pool,,,1.0,3310.0,1983-01-01,ss,alphanumeric,4.0,Conversion kit ,,,2018-03-11,2018-04-09,20,Bell Games,Bell Games (Nuova 11),2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/887d8be2-a445-4e6c-b03d-3bb9e81d5793-medium.jpg,https://img.opdb.org/887d8be2-a445-4e6c-b03d-3bb9e81d5793-large.jpg,https://img.opdb.org/887d8be2-a445-4e6c-b03d-3bb9e81d5793-small.jpg,640.0,566.0,678.0,600.0,250.0,221.0
1091,G4PqX-MDxv3,True,Chance,,,1.0,4878.0,1974-01-01,em,reels,1.0,,,,2018-03-11,2018-05-08,5,Playmatic,Playmatic,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/e3abbc7b-594f-4f58-9269-897491ee8eb3-medium.jpg,https://img.opdb.org/e3abbc7b-594f-4f58-9269-897491ee8eb3-large.jpg,https://img.opdb.org/e3abbc7b-594f-4f58-9269-897491ee8eb3-small.jpg,420.0,640.0,463.0,705.0,164.0,250.0
1092,G5V92-MJ9XO,True,The Bally Game Show,,GS,1.0,985.0,1990-01-04,ss,alphanumeric,4.0,,,,2018-03-11,2018-03-31,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/7c4d91b4-f849-4140-b2cf-7cd69fe03d64-medium.jpg,https://img.opdb.org/7c4d91b4-f849-4140-b2cf-7cd69fe03d64-large.jpg,https://img.opdb.org/7c4d91b4-f849-4140-b2cf-7cd69fe03d64-small.jpg,640.0,537.0,715.0,600.0,250.0,210.0
1093,G59j7-MDE8v,True,Polo,,,1.0,1843.0,1970-02-01,em,reels,4.0,,,,2018-03-11,2018-05-08,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/ac940ee9-8d65-4b71-b2ef-dfaca30cf127-medium.jpg,https://img.opdb.org/ac940ee9-8d65-4b71-b2ef-dfaca30cf127-large.jpg,https://img.opdb.org/ac940ee9-8d65-4b71-b2ef-dfaca30cf127-small.jpg,640.0,591.0,650.0,600.0,250.0,231.0
1094,Gry7q-MLyvr,True,Fireball II,,,1.0,3704.0,1981-01-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-09,20,Bell Games,Bell Games (Nuova 11),2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/a81ed4ff-ad6b-4b73-91c2-b5f13c82d6d6-medium.jpg,https://img.opdb.org/a81ed4ff-ad6b-4b73-91c2-b5f13c82d6d6-large.jpg,https://img.opdb.org/a81ed4ff-ad6b-4b73-91c2-b5f13c82d6d6-small.jpg,427.0,409.0,427.0,409.0,250.0,239.0
